symbol,gvkey,total_score,years_covered,max_overlap_days,primary_permno,first_seen,last_seen
APH,14282,417,28,366,84769,1997-05-20,2024-12-31
API,36570,58,5,365,19463,2020-08-12,2024-12-31
APLD,146738,43,3,365,89986,2022-04-13,2024-12-31
APLE,23977,118,10,366,15338,2015-05-18,2024-12-31
APLS,26359,118,8,366,17104,2017-11-09,2024-12-31
APLT,35091,89,6,366,18644,2019-05-14,2024-12-31
APO,184254,43,3,365,12591,2022-01-03,2024-12-31
APO-PA,184254,15,1,365,12591,2023-04-11,2024-12-31
APOG,1686,495,31,366,14526,1986-04-01,2024-12-31
APOP,297510,46,4,365,16161,2016-07-29,2019-09-16
APP,38212,59,4,365,20894,2021-04-15,2024-12-31
APPF,24071,148,10,366,15410,2015-06-26,2024-12-31
APPH,37946,43,3,365,19480,2021-02-01,2023-08-01
APPN,31236,117,8,366,16698,2017-05-25,2024-12-31
APPS,9551,148,10,366,88518,2015-01-20,2024-12-31
APR,37826,14,1,324,20568,2021-02-11,2022-03-28
APRE,35648,88,6,366,18997,2019-10-03,2024-12-31
APRN,31624,102,7,366,16755,2017-06-29,2023-09-24
APT,62072,342,25,366,87832,2000-04-04,2024-12-31
APTO,25750,117,10,366,77569,2014-10-23,2024-12-31
APTS,185345,136,12,366,12668,2011-04-01,2022-06-23
APTX,33643,88,6,366,17868,2018-06-21,2023-05-18
APVO,27338,132,9,365,16146,2016-08-01,2024-12-03
APYX,12719,89,6,366,89891,2019-01-02,2024-12-31
AQB,275862,116,8,365,16541,2017-01-19,2024-12-31
AQMS,24422,148,10,366,15493,2015-07-31,2024-06-19
AQN,115044,93,8,366,16479,2016-11-29,2024-12-31
AQNA,115044,12,1,365,16479,2021-03-31,2024-12-31
AQNB,115044,24,2,365,16479,2021-03-31,2024-12-31
AQNU,115044,24,2,365,16479,2021-03-31,2024-12-31
AQST,33743,102,7,366,17955,2018-07-25,2024-12-31
AQUA,32610,103,7,366,17035,2017-11-02,2023-05-23
AR,18465,178,12,366,14179,2013-10-10,2024-12-31
ARAV,19832,87,6,365,14555,2018-10-16,2024-01-26
ARAY,176670,268,18,366,91814,2007-02-08,2024-12-31
ARBK,327832,47,4,365,21912,2021-09-23,2024-12-31
ARBKL,327832,24,2,365,21912,2021-09-23,2024-12-31
ARC,162076,176,12,366,90548,2013-01-02,2024-06-19
ARCB,1743,163,11,366,77595,2014-05-01,2024-12-31
ARCC,161966,251,21,366,90401,2004-10-25,2024-12-31
ARCH,14793,63,5,365,16436,2020-05-15,2024-09-16
ARCT,32715,89,6,366,13918,2019-06-13,2024-12-31
ARDS,33855,88,6,366,18044,2018-08-14,2023-07-18
ARDT,34526,14,1,101,25252,2024-07-18,2024-10-27
ARDX,20645,163,11,366,14690,2014-06-19,2024-12-31
ARE,64821,318,27,366,84767,1997-05-23,2024-12-31
AREB,40723,42,3,328,22765,2022-02-07,2024-10-01
AREBW,40723,42,3,328,22765,2022-02-07,2024-10-01
AREC,25589,89,6,366,18396,2019-02-15,2024-12-31
ARECW,25589,89,6,366,18396,2019-02-15,2024-12-31
AREN,29064,40,3,365,12928,2022-02-09,2024-12-31
ARES,20412,103,7,366,14617,2018-11-26,2024-12-31
ARGX,318005,47,4,365,16699,2017-05-18,2024-12-31
ARHS,39820,58,4,365,22262,2021-11-04,2024-12-31
ARI,183606,190,16,366,93014,2009-09-25,2024-12-31
ARIS,39726,59,4,365,22096,2021-10-22,2024-12-31
ARIZ,40008,44,3,365,22527,2021-12-09,2024-02-29
ARIZU,40008,44,3,365,22527,2021-12-09,2024-02-29
ARIZW,40008,44,3,365,22527,2021-12-09,2024-02-29
ARKO,312066,74,5,365,18844,2020-12-23,2024-12-31
ARKOW,312066,74,5,365,18844,2020-12-23,2024-12-31
ARKR,11872,478,30,366,85586,1994-12-14,2024-12-31
ARL,1545,391,25,366,49322,2000-08-03,2024-12-31
ARLO,33766,104,7,366,18013,2018-08-03,2024-12-31
ARLP,122915,335,26,366,87198,1999-08-17,2024-09-16
ARM,43285,12,1,365,24252,2023-11-01,2024-12-31
ARMK,186858,178,12,366,14329,2013-12-12,2024-12-31
ARMP,332115,83,6,366,80577,2019-05-10,2024-12-31
ARNA,138122,325,22,366,88421,2000-07-28,2022-03-10
ARNC,35978,58,4,365,19283,2020-04-01,2023-08-17
AROC,65009,147,10,366,92245,2015-11-04,2024-12-31
AROW,16668,476,30,366,15070,1990-07-03,2024-12-31
ARQ,156578,14,1,334,90400,2024-02-01,2024-12-31
ARQT,36028,74,5,365,19184,2020-01-31,2024-12-31
ARR,183822,184,16,366,92477,2009-11-09,2024-12-31
ARR-PC,183822,184,16,366,92477,2009-11-09,2024-12-31
ARRY,37200,73,5,365,19851,2020-10-15,2024-12-31
ARTL,26356,73,5,366,18773,2019-09-09,2024-06-19
ARTLW,26356,73,5,366,18773,2019-09-09,2024-06-19
ARTNA,17341,462,29,366,83469,1996-05-24,2024-12-31
ARTNB,17341,447,28,366,83469,1996-05-24,2024-12-31
ARTW,1783,401,27,366,15203,1986-04-01,2024-12-31
ARVN,34077,104,7,366,18100,2018-10-29,2024-12-31
ARW,1773,492,31,366,29209,1979-02-26,2024-12-31
ARWR,28806,132,9,366,80069,2016-04-07,2024-12-31
ASAI,38181,35,3,365,20728,2021-03-08,2024-12-31
ASAN,36964,74,5,365,19746,2020-09-30,2024-12-31
ASAP,34439,42,3,324,16173,2021-06-01,2023-02-01
ASB,11842,445,30,366,15318,1982-11-01,2024-12-31
ASB-PE,11842,445,30,366,15318,1982-11-01,2024-12-31
ASB-PF,11842,445,30,366,15318,1982-11-01,2024-12-31
ASBA,11842,30,2,365,15318,2019-07-01,2024-12-31
ASGN,25749,108,7,366,77917,2018-04-02,2024-12-31
ASH,1794,132,9,366,24272,2016-09-20,2024-12-31
ASIX,28070,134,9,366,16276,2016-10-03,2024-12-31
ASLE,37587,73,5,365,18410,2020-12-23,2024-12-31
ASLEW,37587,28,2,334,18410,2020-12-23,2021-12-01
ASLN,324684,69,6,366,17808,2018-05-04,2024-07-02
ASM,13400,120,11,366,78236,2011-08-02,2024-12-31
ASMB,185289,162,11,366,12497,2014-07-14,2024-12-31
ASML,61214,281,24,366,81472,2001-06-01,2024-12-31
ASND,22604,95,8,366,15171,2015-01-28,2024-12-31
ASNS,41227,43,3,365,23101,2022-05-13,2024-12-31
ASO,37054,73,5,365,19945,2020-10-02,2024-07-31
ASPA,39259,37,3,365,21914,2021-09-03,2024-08-15
ASPAU,39259,43,3,365,21914,2021-09-03,2023-10-25
ASPI,41768,44,3,365,23509,2022-11-10,2024-12-31
ASPN,187550,162,11,366,14715,2014-06-13,2024-12-31
ASPU,170920,102,7,366,16856,2017-08-02,2023-03-30
ASR,140045,284,24,366,88593,2000-09-28,2024-12-31
ASRT,65944,78,5,365,85686,2020-05-20,2024-12-31
ASRV,17269,380,24,366,92807,2001-05-07,2024-12-31
ASST,41545,28,2,332,23715,2023-02-03,2024-12-31
ASTC,61766,235,16,366,82747,2009-05-04,2024-12-31
ASTE,12262,493,31,366,10382,1986-06-18,2024-12-31
ASTH,32809,14,1,194,17133,2024-06-20,2024-12-31
ASTI,166460,204,14,366,91428,2006-09-13,2024-08-14
ASTL,1263,20,2,365,22182,2021-10-20,2024-12-31
ASTLW,1263,20,2,365,22182,2021-10-20,2024-12-31
ASTR,39136,42,3,255,19835,2021-07-01,2023-09-13
ASTS,38598,58,4,365,19076,2021-04-07,2024-12-31
ASTSW,38598,58,4,365,19076,2021-04-07,2024-12-31
ASUR,25138,252,16,366,77505,2009-12-29,2024-12-31
ASX,213412,82,7,366,88659,2018-06-22,2024-12-31
ASXC,18666,54,4,365,76908,2021-03-05,2024-08-21
ASYS,8864,474,30,366,65008,1993-07-06,2024-12-31
ATAT,38968,35,3,365,23518,2022-11-11,2024-12-31
ATAX,16641,188,16,366,92726,2008-07-01,2024-06-19
ATCX,36515,44,3,365,18357,2020-02-18,2023-04-18
ATEC,166555,283,19,366,91348,2006-08-18,2024-12-31
ATEN,19849,163,11,366,14495,2014-03-21,2024-12-31
ATER,35210,58,4,365,18780,2021-04-30,2024-12-31
ATEX,20961,86,6,365,15226,2019-08-07,2024-12-31
ATEYY,100245,164,14,366,89150,2002-01-02,2016-04-21
ATGE,3905,125,8,365,76708,2017-05-24,2024-12-31
ATHA,36915,74,5,365,19812,2020-09-18,2024-12-31
ATHE,249507,69,6,366,89505,2019-04-09,2024-12-31
ATHM,19295,139,12,366,14332,2013-12-11,2024-12-31
ATHX,176017,251,17,366,92456,2007-12-12,2023-10-17
ATI,10405,409,26,366,43123,1999-11-30,2024-12-31
ATIP,296677,57,4,365,19892,2021-06-17,2024-06-20
ATKR,27014,132,9,366,16119,2016-06-10,2024-12-31
ATLC,119714,192,13,366,86819,2012-12-03,2024-12-31
ATLCL,119714,192,13,366,86819,2012-12-03,2024-12-31
ATLCP,119714,192,13,366,86819,2012-12-03,2024-12-31
ATLO,31718,312,21,366,90470,2004-12-03,2024-12-31
ATLX,18019,29,2,365,23658,2023-01-10,2024-12-31
ATMU,42033,29,2,365,23877,2023-05-26,2024-12-31
ATNF,37350,72,5,365,16788,2020-11-09,2024-12-31
ATNFW,37350,72,5,365,16788,2020-11-09,2024-12-31
ATNI,24708,142,9,365,77090,2016-06-21,2024-12-31
ATNM,16947,151,11,366,14497,2014-03-26,2024-12-31
ATNX,31405,89,6,366,16777,2017-06-14,2023-02-14
ATO,4383,493,31,366,32986,1988-10-04,2024-12-31
ATOM,27737,134,9,366,16250,2016-08-05,2024-12-31
ATOS,185659,191,13,365,13693,2012-11-08,2024-12-31
ATR,28176,411,26,366,79133,1993-04-23,2024-12-31
ATRA,21012,163,11,366,14991,2014-10-16,2024-12-31
ATRC,163889,297,20,366,90856,2005-08-05,2024-12-31
ATRI,1234,459,29,366,11587,1996-05-07,2024-08-20
ATRO,1823,447,28,366,15457,1986-04-01,2024-12-31
ATROB,1823,399,25,366,15457,1986-04-01,2024-12-31
ATRS,63700,315,22,366,88905,2001-02-07,2022-05-23
ATS,29478,12,1,365,23889,2023-05-25,2024-12-31
ATSG,155280,254,17,366,90716,2008-05-16,2024-12-31
ATUS,12485,100,8,366,16753,2017-06-22,2024-12-31
ATVI,180405,233,16,366,79678,2008-08-07,2023-10-12
ATXG,28093,43,3,365,23273,2022-08-31,2024-12-31
ATXI,31848,117,8,366,16778,2017-06-27,2024-12-31
ATXS,23980,59,4,365,15416,2021-09-09,2024-12-31
ATY,21155,11,1,312,21517,2022-02-23,2023-04-16
AUB,19713,88,6,366,79747,2019-05-20,2024-12-31
AUBAP,19713,88,6,366,79747,2019-05-20,2024-12-31
AUBN,61055,428,27,366,82251,1995-09-06,2024-12-31
AUD,117902,43,3,365,86560,2021-04-09,2023-05-16
AUGX,38239,58,4,365,22183,2021-10-26,2024-10-01
AUID,23001,56,4,274,21829,2021-08-24,2024-12-31
AULT,64163,13,1,236,84302,2024-01-17,2024-09-09
AUMN,65921,205,15,366,93285,2010-03-19,2024-12-13
AUOTY,242977,47,4,366,89398,2004-06-10,2019-09-30
AUPH,117829,130,11,366,14924,2014-09-02,2024-12-31
AUR,38107,59,4,365,21331,2021-11-04,2024-12-31
AURA,39872,59,4,365,22184,2021-10-29,2024-12-31
AUROW,38107,59,4,365,21331,2021-11-04,2024-12-31
AUSI,14913,29,2,365,12122,1992-09-24,1999-06-17
AUST,39937,32,3,365,23068,2022-05-04,2024-12-31
AUTL,33635,83,7,366,17870,2018-06-22,2024-12-31
AUTO,119173,87,6,365,86763,2017-10-09,2022-08-31
AUUD,36089,58,4,365,20572,2021-03-23,2024-12-31
AUUDW,36089,58,4,365,20572,2021-03-23,2024-12-31
AUVI,36759,14,1,34,19621,2023-11-07,2023-12-11
AUVIP,36759,14,1,34,19621,2023-11-07,2023-12-11
AUY,31519,23,2,365,89976,2007-01-12,2023-03-31
AVA,11304,411,26,366,24969,1999-01-04,2024-12-31
AVAC,38396,37,3,365,22528,2021-12-03,2023-06-07
AVACU,38396,25,2,365,22528,2021-12-03,2023-06-07
AVAH,38688,58,4,365,21026,2021-04-29,2024-12-31
AVAV,176362,268,18,366,91733,2007-01-23,2024-12-31
AVB,29875,347,27,366,80381,1998-10-05,2024-12-31
AVCO,34382,86,6,365,18253,2018-11-05,2024-06-19
AVCT,32228,57,4,365,16911,2020-06-15,2023-01-19
AVD,1585,468,30,366,11144,1990-06-01,2024-12-31
AVDL,63005,93,8,365,83656,2017-01-03,2024-04-12
AVDX,39685,58,4,365,22081,2021-10-13,2024-12-31
AVEO,184046,192,13,366,93301,2010-03-12,2023-01-19
AVGO,180711,103,7,365,93002,2018-04-05,2024-12-31
AVGOP,180711,88,6,365,93002,2018-04-05,2024-12-31
AVGR,22704,144,10,366,15172,2015-01-30,2024-12-31
AVID,27925,384,26,366,78955,1993-03-12,2023-11-06
AVIR,37292,73,5,365,19939,2020-10-30,2024-12-31
AVLR,33610,73,5,366,17855,2018-06-15,2022-10-18
AVNS,21352,103,7,366,14941,2018-07-02,2024-12-31
AVNT,28194,74,5,365,88597,2020-07-13,2024-12-31
AVNW,176572,220,15,366,91836,2010-01-29,2024-12-31
AVO,37019,73,5,365,19946,2020-10-01,2024-12-31
AVPT,39157,58,4,365,19064,2021-07-02,2024-12-31
AVPTW,39157,58,4,365,19064,2021-07-02,2024-12-31
AVRO,33657,103,7,366,17871,2018-06-21,2024-06-20
AVT,1919,459,29,366,27684,1968-01-02,2024-12-31
AVTA,116772,15,1,365,86544,2021-03-02,2023-01-25
AVTE,38987,58,4,365,21518,2021-06-30,2024-12-31
AVTR,35065,87,6,365,18579,2019-05-17,2024-12-31
AVTR-PA,35065,57,4,365,18579,2019-05-17,2024-12-31
AVTX,26149,57,4,365,15833,2021-08-26,2024-12-31
AVXL,166447,148,10,366,15776,2015-10-28,2024-12-31
AVY,1913,412,26,366,44601,1990-10-15,2024-12-31
AVYA,32855,74,5,366,17234,2018-01-17,2023-02-14
AWH,140042,73,5,365,88620,2020-06-12,2024-12-31
AWI,175689,280,19,366,91516,2006-10-18,2024-12-31
AWK,179437,253,17,366,92614,2008-04-23,2024-12-31
AWR,9849,429,27,366,71475,1998-07-01,2024-12-31
AWRE,63454,460,29,366,83844,1996-08-09,2024-12-31
AWX,110802,400,27,366,86113,1998-06-23,2024-12-31
AX,162560,103,7,366,90634,2018-10-01,2024-12-31
AXAS,24005,385,25,366,76888,1993-10-29,2021-08-03
AXDX,21118,205,13,366,84184,2012-12-26,2024-12-31
AXGN,190355,179,12,366,10966,2013-08-09,2024-12-31
AXIL,33812,13,1,321,24814,2024-02-14,2024-12-31
AXL,117861,410,26,366,86547,1999-01-29,2024-12-31
AXLA,35089,73,5,366,18646,2019-05-09,2023-09-18
AXNX,34342,102,7,366,18190,2018-10-31,2024-11-14
AXON,143912,117,8,365,89031,2017-04-06,2024-12-31
AXP,1447,502,32,366,59176,1977-05-18,2024-12-31
AXR,1618,491,31,366,38746,1972-01-31,2024-12-31
AXSM,26349,148,10,366,15831,2015-11-19,2024-12-31
AXTI,110760,398,25,366,86051,2000-08-22,2024-12-31
AXU,166265,130,12,366,92262,2007-09-21,2022-09-06
AYI,146017,354,24,366,89216,2001-11-14,2024-12-31
AYLA,36302,44,3,365,19392,2020-05-08,2023-01-18
AYRO,36535,71,5,365,90640,2020-05-29,2024-12-31
AYTU,179461,114,8,365,16974,2017-10-20,2024-12-31
AYX,30655,102,7,366,16597,2017-03-24,2024-03-18
AZ,35999,34,3,365,22629,2022-01-05,2024-08-25
AZEK,36193,73,5,365,19409,2020-06-12,2024-12-31
AZN,28272,273,23,366,79363,2002-01-02,2024-12-31
AZO,23809,442,28,366,76605,1991-04-02,2024-07-31
AZPN,30870,38,3,365,23063,2022-05-17,2024-12-31
AZRX,27699,87,6,366,16377,2016-10-11,2021-09-12
AZTA,31477,346,22,366,81241,2003-02-28,2024-12-31
AZTR,42984,26,2,199,23951,2023-06-16,2024-12-31
AZYO,36985,58,4,365,19947,2020-10-08,2023-09-06
AZZ,1926,378,24,366,16126,2000-08-14,2024-12-31
B,2049,441,28,366,39693,1976-04-08,2024-12-31
BA,2285,494,31,366,19561,1968-01-02,2024-12-31
BABA,20530,105,9,366,14888,2014-10-22,2024-12-31
BAC,7647,382,26,366,59408,1999-04-29,2024-12-31
BAC-PB,7647,367,25,366,59408,1999-04-29,2024-12-31
BAC-PE,7647,367,25,366,59408,1999-04-29,2024-12-31
BAC-PK,7647,367,25,366,59408,1999-04-29,2024-12-31
BAC-PL,7647,367,25,366,59408,1999-04-29,2024-12-31
BACK,34163,57,4,365,18405,2020-10-05,2024-12-31
BACRP,7647,88,6,366,59408,1999-04-29,2024-12-31
BAER,37025,28,2,235,23663,2023-01-25,2024-12-31
BAERW,37025,28,2,235,23663,2023-01-25,2024-12-31
BAFN,25476,59,4,365,22280,2021-11-30,2024-12-31
BAH,185881,210,14,366,12366,2010-11-17,2024-12-31
BALL,1988,428,27,366,57568,1973-12-17,2024-12-31
BALY,27240,74,5,365,18425,2020-11-09,2024-12-31
BAM,41817,35,3,365,23569,2022-12-12,2024-12-31
BAMGF,2369,12,1,365,85259,2022-12-12,2024-12-31
BAMKF,2369,12,1,365,85259,2022-12-12,2024-12-31
BANC,149618,116,8,365,89482,2013-07-16,2020-05-19
BANC-PE,149618,14,1,139,89482,2016-10-21,2020-05-19
BAND,32571,116,8,366,17106,2017-11-10,2024-12-31
BANF,28022,479,30,366,79072,1993-04-01,2024-12-31
BANR,61487,370,25,366,82575,2000-10-30,2024-12-31
BARK,38937,58,4,365,20238,2021-06-02,2024-12-31
BARK-WT,38937,58,4,365,20238,2021-06-02,2024-12-31
BASE,39059,59,4,365,21701,2021-07-22,2024-12-31
BASX,137024,193,13,366,91040,2006-02-07,2019-12-02
BATL,174169,69,5,365,91283,2020-02-20,2024-12-31
BATRA,27186,103,9,366,15996,2016-04-18,2024-12-31
BATRB,27186,25,2,365,24023,2023-07-19,2024-12-31
BATRK,27186,91,9,366,15997,2016-04-18,2024-12-31
BAX,2086,461,31,366,27887,1988-05-18,2024-12-31
BB,65986,59,5,366,86745,2017-10-16,2024-12-31
BBAI,37966,57,4,365,21053,2021-12-08,2024-12-31
BBAI-WT,37966,57,4,365,21053,2021-12-08,2024-12-31
BBAR,29286,47,4,365,79895,2019-11-08,2024-12-31
BBBY,25338,429,27,366,77659,1992-06-05,2023-04-23
BBCP,32098,102,7,366,16895,2018-12-07,2024-12-31
BBD,30452,141,13,366,13286,2012-03-13,2024-12-31
BBDC,176725,58,5,365,91834,2018-08-03,2024-12-31
BBDO,30452,97,9,366,13286,2012-03-13,2024-12-31
BBGI,129823,370,25,366,87589,2000-02-11,2024-06-19
BBI,35632,58,4,366,79022,2019-09-03,2022-07-04
BBIG,33429,44,3,365,17826,2020-11-12,2023-05-10
BBIO,35264,89,6,366,18770,2019-09-09,2024-12-31
BBLG,26579,58,4,365,22185,2021-10-13,2024-12-31
BBLGW,26579,58,4,365,22185,2021-10-13,2024-12-31
BBQ,63930,62,4,366,84203,2019-09-17,2022-09-27
BBSI,28410,478,30,366,79249,1993-06-11,2024-12-31
BBUC,40340,35,3,365,22925,2022-03-15,2024-12-31
BBVA,15181,281,24,366,75381,2000-01-31,2024-12-31
BBW,161055,298,20,366,90371,2004-11-09,2024-08-05
BBWI,6733,58,4,365,64282,2021-08-03,2024-12-31
BBY,2184,427,27,366,85914,1987-07-20,2024-12-31
BC,2444,491,31,366,10874,1978-04-03,2024-12-31
BC-PA,2444,348,22,366,10874,2002-01-02,2024-12-31
BC-PB,2444,348,22,366,10874,2002-01-02,2024-12-31
BC-PC,2444,221,14,366,10874,2004-06-10,2024-12-31
BCAB,37541,74,5,365,20280,2020-12-16,2024-12-31
BCAC,36869,28,2,313,20574,2021-02-22,2022-07-31
BCACU,36869,28,2,313,20574,2021-02-22,2022-07-31
BCAL,162307,28,2,235,23882,2023-05-11,2024-08-08
BCAN,41300,28,2,336,23102,2022-05-31,2023-12-03
BCAX,50516,14,1,109,25549,2024-09-13,2024-12-31
BCBP,147312,296,20,366,91015,2005-12-14,2024-12-31
BCC,16486,176,12,366,13766,2013-02-06,2024-12-31
BCDA,24598,87,6,365,18894,2019-08-02,2024-12-31
BCDAW,24598,87,6,365,18894,2019-08-02,2024-12-31
BCE,2137,166,14,366,29647,2006-07-11,2024-12-31
BCEFF,2137,11,1,188,29647,2024-06-26,2024-12-31
BCEI,187698,130,9,365,13116,2011-12-15,2021-11-01
BCEL,35270,74,5,366,18774,2019-09-09,2024-03-18
BCG,37363,12,1,279,24937,2024-03-27,2024-12-31
BCGWW,37363,12,1,279,24937,2024-03-27,2024-12-31
BCH,241366,129,11,366,89284,2004-06-10,2024-12-31
BCLI,153957,162,11,366,14925,2014-09-30,2024-09-30
BCML,161023,104,7,366,17800,2018-05-04,2024-12-31
BCO,28590,265,18,366,18649,2004-06-10,2024-12-31
BCOR,116772,176,12,366,86544,2012-06-07,2023-11-27
BCOV,187959,178,12,366,13260,2012-02-17,2024-12-31
BCOW,34618,59,4,365,18356,2021-07-15,2024-12-31
BCPC,1979,421,27,366,10318,1989-09-01,2024-12-31
BCRX,29837,349,22,366,80306,1994-03-04,2024-12-31
BCS,12673,308,24,366,69761,1986-09-09,2024-12-31
BCSF,34415,82,7,366,18222,2018-11-15,2024-12-31
BCTF,28525,73,5,365,16378,2016-10-12,2020-08-25
BCTX,22358,31,3,365,20575,2022-03-29,2024-12-31
BCTXW,22358,22,2,278,20575,2022-03-29,2023-08-01
BCYC,35137,71,6,366,18647,2019-05-23,2024-12-31
BDC,28940,305,21,366,79668,2004-07-16,2024-12-31
BDCO,13432,279,19,366,76310,1990-04-10,2012-02-27
BDL,4759,445,30,366,54244,1978-01-06,2024-12-31
BDN,13562,267,21,366,70121,1993-06-21,2024-12-31
BDR,61712,268,18,366,82768,1995-12-14,2022-06-24
BDRL,61712,282,19,366,82768,1995-12-14,2022-06-24
BDSI,148219,267,18,366,89445,2002-07-25,2022-03-22
BDSX,37134,74,5,365,19948,2020-10-28,2024-12-31
BDTX,36052,74,5,365,19176,2020-01-30,2024-12-31
BDX,2111,510,32,366,39642,1968-01-02,2024-12-31
BDXB,2111,414,26,366,39642,1968-01-02,2024-12-31
BE,33668,104,7,366,17949,2018-07-25,2024-12-31
BEAM,35714,74,5,365,19228,2020-02-06,2024-12-31
BEAT,39592,58,4,365,22281,2021-11-11,2024-12-31
BEATW,39592,58,4,365,22281,2021-11-11,2024-12-31
BEBE,111662,234,16,366,86150,1998-06-17,2017-12-15
BECEF,2137,11,1,188,29647,2024-06-26,2024-12-31
BECN,160598,298,20,366,90353,2004-09-24,2024-12-31
BEDU,31317,94,8,366,16739,2017-05-18,2024-12-31
BEEM,184345,74,5,365,18553,2020-09-15,2024-12-31
BEEMW,184345,74,5,365,18553,2020-09-15,2024-12-31
BEKE,36798,58,5,365,19598,2020-08-13,2024-12-31
BELFA,2124,426,30,366,17444,1983-12-06,2024-12-31
BELFB,2124,382,27,366,17444,1983-12-06,2024-12-31
BEN,4885,504,32,366,37584,1986-12-05,2024-12-31
BENF,38396,28,2,257,23997,2023-06-08,2024-12-31
BEPC,36790,11,1,1,19514,2024-12-30,2024-12-31
BERY,180483,193,13,366,13604,2012-10-04,2024-12-31
BEST,29378,69,6,366,16940,2017-09-20,2023-04-03
BF-A,2435,413,26,366,29946,1991-05-09,2024-12-31
BF-B,2435,429,27,366,29946,1991-05-09,2024-12-31
BFAM,65275,179,12,366,13739,2013-01-25,2024-12-31
BFC,150803,103,7,366,18191,2018-10-24,2024-12-31
BFH,143974,352,24,366,89002,2001-06-08,2024-12-31
BFI,33138,73,5,365,17369,2020-12-17,2024-06-20
BFIIW,33138,73,5,365,17369,2020-12-17,2024-06-20
BFIN,161942,298,20,366,90718,2005-07-07,2024-12-31
BFLY,38079,58,4,365,19533,2021-02-16,2024-12-31
BFLY-WT,38079,58,4,365,19533,2021-02-16,2024-12-31
BFRA,282363,23,2,365,17311,2018-02-14,2022-03-04
BFRG,41936,29,2,365,23716,2023-02-14,2024-12-31
BFRI,39342,58,4,365,22186,2021-10-29,2024-12-31
BFRIW,39342,58,4,365,22186,2021-10-29,2024-12-31
BFS,28769,373,29,366,79558,1993-08-19,2024-12-31
BFS-PD,28769,308,24,366,79558,1993-08-19,2024-12-31
BFS-PE,28769,373,29,366,79558,1993-08-19,2024-12-31
BFST,27235,104,7,366,17679,2018-04-09,2024-12-31
BGCP,127377,236,16,366,87487,2008-04-02,2023-07-02
BGFV,145041,326,22,366,89413,2002-06-25,2024-08-05
BGI,165557,130,12,366,90986,2013-10-01,2024-12-31
BGLC,36311,29,2,365,24065,2023-07-20,2024-12-31
BGNE,26376,107,9,366,15936,2016-02-03,2024-12-31
BGRY,39316,43,3,365,20621,2021-07-22,2023-07-19
BGS,158743,237,16,366,91977,2007-05-23,2024-12-31
BGSF,20044,59,4,365,14951,2021-04-09,2024-12-31
BGXX,41083,43,3,365,23065,2022-05-17,2024-09-18
BH,3424,101,7,365,26607,2018-05-01,2024-12-31
BH-A,3424,101,7,365,26607,2018-05-01,2024-12-31
BHB,31895,416,28,366,85332,1997-09-23,2024-12-31
BHC,29955,83,7,366,80307,2018-07-16,2024-12-31
BHE,23084,429,27,366,76224,1997-05-15,2024-12-31
BHF,31774,117,8,365,16816,2017-08-07,2024-12-31
BHFAL,31774,117,8,365,16816,2017-08-07,2024-12-31
BHFAM,31774,117,8,365,16816,2017-08-07,2024-12-31
BHFAN,31774,117,8,365,16816,2017-08-07,2024-12-31
BHFAO,31774,117,8,365,16816,2017-08-07,2024-12-31
BHFAP,31774,117,8,365,16816,2017-08-07,2024-12-31
BHG,38856,43,3,365,21369,2021-06-24,2024-01-28
BHIL,39783,58,4,365,20552,2021-09-30,2024-06-19
BHLB,137351,333,23,366,88280,2000-06-28,2024-12-31
BHM,41623,32,3,365,23345,2022-10-06,2024-12-31
BHP,13312,190,16,366,75039,2004-06-10,2024-12-31
BHR,19084,81,7,366,14268,2018-04-24,2024-12-31
BHR-PB,19084,81,7,366,14268,2018-04-24,2024-12-31
BHR-PD,19084,81,7,366,14268,2018-04-24,2024-12-31
BHRB,17602,15,1,365,23854,2023-04-26,2024-12-31
BHTG,25740,58,4,366,17680,2018-04-09,2021-12-12
BIAF,41176,44,3,365,23306,2022-09-01,2024-12-31
BIAFW,41176,44,3,365,23306,2022-09-01,2024-12-31
BIDU,164532,236,20,366,90857,2005-08-05,2024-12-31
BIG,12123,361,23,366,67467,2001-05-16,2024-09-06
BIGC,36754,73,5,365,19575,2020-09-25,2024-12-31
BIIB,24468,280,19,366,76841,2003-11-13,2024-12-31
BILI,33186,80,7,366,17346,2018-03-28,2024-12-31
BILL,35868,87,6,365,19084,2019-12-12,2024-12-31
BIMI,152109,43,3,365,12358,2021-07-20,2024-06-19
BIO,2220,369,27,366,61508,1980-02-25,2024-12-31
BIO-B,2220,364,27,366,61508,1980-02-25,2024-12-31
BIOA,50567,14,1,96,25550,2024-09-26,2024-12-31
BIOC,19117,145,10,365,14449,2014-02-05,2023-10-24
BIOL,23291,397,27,366,78071,1994-06-13,2024-06-18
BIOR,36619,71,5,365,19486,2020-06-19,2024-10-17
BIP,179216,99,11,366,92550,2009-04-21,2024-12-31
BIP-PA,179216,176,15,366,92550,2008-01-31,2024-12-31
BIPC,35882,57,5,365,19284,2020-03-31,2024-12-29
BIPC.TO,35882,11,1,192,19284,2024-06-20,2024-12-29
BIRD,39546,58,4,365,22260,2021-11-03,2024-09-04
BITF,329579,24,2,365,21519,2021-06-21,2024-12-31
BIVI,19549,73,5,365,19814,2020-09-18,2024-06-19
BJ,33718,102,7,366,17864,2018-06-28,2024-12-31
BJDX,39821,57,4,365,22284,2021-11-10,2024-06-19
